CustomerId;Recency;Frequency;MonetaryValue
14309;8;9;261
14311;242;1;310
14312;46;6;269
14314;106;1;120
14315;44;6;414
14317;64;1;509
14320;206;2;239
14321;10;5;306
14323;114;2;303
14326;242;1;184
14327;163;1;312
14329;17;7;716
14331;124;2;231
14332;22;3;289
14333;67;1;415
14334;16;8;319
14335;16;2;234
14336;16;4;404
14338;161;2;294
14339;242;1;310
14340;218;1;135
14341;45;8;273
14342;21;4;167
14344;127;8;111
14345;38;1;109
14346;120;2;511
14348;260;1;410
14349;10;1;134
14350;274;1;283
14351;164;1;51
14352;157;4;270
14353;215;1;91
14354;5;2;82
14355;365;1;174
14356;79;2;351
14357;43;1;226
14359;19;3;304
14360;31;4;532
14362;22;1;161
14364;108;8;465
14367;8;16;579
14368;319;1;155
14371;295;1;101
14373;358;1;77
14375;185;1;258
14377;191;2;309
14379;44;2;174
14381;52;1;203
14382;26;1;626
14383;38;3;416
14385;9;3;67
14386;296;1;142
14387;32;3;590
14388;10;8;402
14389;65;2;522
14390;10;9;517
14393;218;1;68
14395;2;9;390
14396;65;2;244
14397;2;19;138
14400;149;1;575
14401;4;13;312
14403;130;4;369
14404;33;6;246
14406;119;1;157
14407;107;6;360
14408;10;7;372
14409;71;6;343
14410;92;9;123
14411;310;1;1063
14412;42;2;385
14413;362;1;123
14414;91;7;214
14415;1;13;454
14416;22;2;245
14418;3;3;646
14419;10;6;176
14420;99;1;388
14421;57;2;407
14422;0;6;711
14423;218;1;265
14424;17;1;322
14426;23;10;448
14427;50;2;182
14428;7;5;249
14431;302;1;470
14432;9;6;376
14434;21;6;229
14436;98;1;89
14437;365;1;63
14438;306;1;132
14439;319;1;2661
14440;8;5;472
14441;0;4;428
14442;204;2;795
14443;53;4;355
14446;0;4;260
14447;18;5;233
14448;9;2;188
14449;18;4;227
14450;180;3;161
14451;60;2;331
14452;10;2;132
14453;190;1;120
14456;5;9;340
14457;310;1;114
14459;155;1;1838
14460;110;3;145
14461;148;3;701
14462;66;11;182
14463;98;3;177
14465;246;3;353
14466;29;7;325
14467;17;4;150
14470;11;2;231
14472;103;8;242
14473;74;2;117
14474;46;1;548
14475;71;3;309
14476;257;1;216
14477;19;4;327
14479;253;2;158
14480;11;1;279
14481;164;2;318
14482;18;6;345
14483;281;1;137
14484;50;1;322
14485;38;1;166
14487;26;6;199
14488;67;1;1064
14489;207;1;463
14491;175;2;170
14493;7;5;477
14494;25;1;140
14495;50;2;62
14496;311;2;269
14497;309;1;475
14498;42;5;391
14499;26;3;272
14500;88;3;119
14501;183;2;126
14502;19;11;225
14503;3;6;591
14504;47;4;168
14505;17;8;738
14506;17;5;402
14507;23;6;231
14508;22;2;138
14511;11;5;263
14512;187;2;138
14513;100;3;152
14514;61;3;352
14515;17;6;350
14517;33;2;165
14518;64;1;174
14520;1;2;135
14522;24;4;244
14523;108;1;241
14524;31;9;208
14525;19;9;481
14527;2;55;155
14528;37;1;364
14529;60;3;207
14530;25;6;488
14532;236;4;233
14533;24;7;279
14534;2;18;247
14535;60;3;955
14536;259;1;172
14537;57;1;356
14538;64;2;194
14539;15;2;269
14540;9;3;332
14541;58;8;183
14542;185;1;103
14543;28;16;227
14544;24;2;1012
14546;5;5;516
14547;3;8;501
14548;150;2;326
14549;311;1;289
14550;10;2;383
14551;18;2;93
14552;151;1;165
14553;19;5;172
14554;10;4;595
14555;57;2;162
14557;85;1;788
14560;7;22;102
14561;75;3;360
14562;3;18;282
14565;95;4;775
14566;110;1;1432
14567;56;2;765
14569;1;1;227
14570;280;2;109
14572;3;7;405
14573;179;9;184
14576;372;1;35
14577;12;4;215
14578;3;1;169
14581;16;1;139
14582;40;1;114
14583;5;5;211
14584;169;4;261
14585;50;1;157
14586;276;1;237
14587;18;9;178
14589;371;1;40
14591;15;4;362
14592;35;3;190
14593;21;3;206
14594;7;2;190
14595;19;6;290
14597;11;2;442
14598;44;1;222
14600;305;1;393
14601;10;1;214
14603;274;1;660
14606;1;93;131
14607;15;14;1184
14608;4;4;446
14609;72;4;150
14616;242;3;135
14618;9;3;184
14619;245;1;394
14620;205;2;206
14621;1;5;358
14622;184;1;321
14623;32;5;178
14624;57;2;113
14625;196;2;450
14626;23;4;698
14628;91;2;336
14629;4;2;480
14631;50;3;336
14632;262;1;115
14633;266;1;345
14636;36;2;305
14638;50;1;444
14639;52;6;497
14640;24;6;354
14641;21;1;110
14642;58;1;96
14643;170;2;347
14644;67;2;415
14645;156;2;299
14646;1;73;3838
14647;201;1;243
14649;4;4;354
14651;67;2;327
14652;77;1;114
14653;1;7;278
14655;8;4;483
14656;169;2;146
14657;17;4;212
14658;5;2;124
14659;8;9;281
14660;86;2;143
14661;26;1;108
14662;28;4;193
14664;19;2;319
14665;60;5;367
14666;24;1;195
14667;10;25;370
14669;241;3;423
14670;280;2;206
14672;234;2;383
14673;3;5;347
14675;16;1;605
14676;31;6;425
14680;25;16;1797
14681;71;3;166
14682;187;2;26
14684;25;5;247
14687;106;1;628
14688;7;21;268
14689;208;1;113
14690;44;2;186
14691;30;5;423
14692;137;4;148
14693;264;1;173
14696;4;7;297
14697;218;2;94
14698;1;5;250
14699;214;1;109
14700;32;3;745
14701;10;9;283
14702;1;17;194
14703;14;1;318
14704;11;9;172
14705;198;1;179
14708;2;3;375
14709;15;13;379
14710;14;4;152
14711;10;11;261
14712;29;3;306
14713;9;11;242
14714;24;1;160
14715;24;4;217
14716;43;2;165
14719;1;5;320
14720;5;3;221
14722;147;1;188
14723;10;6;193
14725;24;1;718
14727;274;1;269
14729;373;1;313
14730;1;8;251
14731;47;3;127
14732;8;8;338
14733;16;12;799
14735;3;32;190
14737;3;3;388
14738;42;7;188
14739;4;7;557
14740;197;3;483
14741;11;6;233
14744;16;7;157
14745;112;5;244
14747;249;1;328
14748;29;5;283
14752;43;1;390
14753;87;1;563
14754;44;2;319
14755;9;11;455
14756;15;1;739
14757;75;1;421
14758;144;4;371
14759;4;3;542
14760;297;1;89
14761;58;2;128
14762;263;1;301
14764;46;1;278
14765;29;3;85
14766;8;6;412
14768;17;2;96
14769;2;8;1334
14770;232;2;438
14772;112;1;139
14775;58;3;337
14776;51;11;231
14778;127;2;365
14779;280;3;129
14780;54;2;224
14782;319;1;200
14784;26;2;145
14785;10;2;39
14788;7;2;340
14789;28;1;198
14790;16;4;186
14792;63;1;6
14793;21;1;229
14794;2;7;189
14795;166;1;131
14796;1;17;472
14798;52;3;58
14799;51;1;158
14800;47;12;362
14801;61;1;193
14803;162;3;282
14804;8;1;353
14805;15;4;139
14806;75;1;193
14808;39;8;343
14810;40;11;190
14813;369;2;78
14815;36;2;389
14816;197;1;272
14817;200;2;555
14818;73;3;219
14819;64;2;136
14820;21;4;127
14821;366;1;49
14823;180;3;107
14824;10;4;282
14825;3;12;186
14828;196;3;713
14829;29;4;174
14830;53;1;197
14834;17;6;287
14836;10;3;34
14837;89;4;412
14840;267;1;63
14841;53;6;549
14842;43;4;706
14844;63;4;797
14847;148;1;309
14849;21;25;317
14850;311;1;326
14851;23;2;256
14852;58;6;473
14853;24;2;238
14854;78;7;394
14855;119;2;323
14856;36;3;437
14857;59;2;587
14859;12;4;338
14860;19;1;170
14861;52;1;126
14862;25;2;421
14863;29;1;267
14865;7;2;26
14866;10;12;1199
14867;185;3;237
14868;3;8;369
14869;8;2;363
14870;261;1;327
14871;3;4;131
14873;210;1;520
14875;107;2;733
14878;12;9;165
14880;77;3;235
14881;19;1;255
14882;26;2;295
14883;18;6;127
14885;131;1;765
14886;252;1;365
14887;79;1;1862
14888;207;1;369
14889;336;1;136
14890;253;1;126
14891;148;2;277
14893;9;2;619
14894;85;1;656
14895;7;20;557
14896;204;2;234
14897;7;4;342
14898;23;6;217
14901;11;9;158
14902;25;1;333
14903;21;5;562
14904;2;2;513
14905;157;2;308
14907;3;7;500
14908;74;1;278
14910;2;4;109
14911;1;201;716
14912;16;2;434
14913;35;4;307
14915;91;2;154
14916;70;4;317
14918;115;2;805
14920;212;2;489
14921;30;2;658
14923;50;1;749
14924;245;1;310
14929;32;1;224
14930;108;3;791
14931;4;5;252
14932;365;1;364
14934;81;2;945
14935;297;1;1785
14936;33;8;1017
14937;56;3;541
14944;29;12;492
14946;14;1;101
14947;72;2;145
14948;23;6;184
14950;19;1;371
14951;79;1;312
14952;59;11;736
14953;25;1;290
14954;12;1;336
14957;253;1;58
14958;147;3;167
14959;64;4;174
14960;8;2;111
14961;10;9;783
14962;270;1;127
14963;9;5;298
14964;247;1;206
14965;96;2;300
14966;14;1;191
14967;49;1;464
14968;30;1;148
14970;68;4;398
14971;35;3;372
14972;128;1;115
14973;107;3;438
14974;37;1;114
14975;57;1;280
14976;57;7;113
14978;72;5;386
14981;246;1;102
14984;19;2;107
14985;198;2;148
14987;15;2;163
14988;211;1;335
14995;38;2;117
14997;46;3;182
14998;170;2;215
15000;47;1;491
15002;115;4;410
15004;147;1;1246
15005;15;28;226
15006;51;1;502
15007;159;1;157
15009;12;3;421
15010;35;1;309
15012;53;2;212
15014;43;2;130
15016;172;1;170
15017;33;1;126
15018;38;3;165
15019;266;1;266
15021;8;9;213
15022;11;4;226
15023;3;11;618
15024;9;10;166
15025;33;1;377
15026;80;3;156
15027;30;4;267
15028;8;4;157
15030;71;2;259
15031;4;4;167
15032;256;3;1653
15033;4;10;259
15034;15;8;539
15035;89;1;253
15036;72;3;155
15038;58;6;118
15039;9;47;424
15041;170;1;180
15042;199;1;136
15043;31;1;537
15044;19;17;453
15045;151;2;368
15046;9;15;348
15047;269;1;344
15048;65;4;96
15049;273;1;121
15050;25;3;594
15051;23;3;464
15052;319;1;216
15053;4;3;233
15054;12;2;151
15057;275;2;745
15058;25;11;193
15059;40;9;149
15060;8;4;76
15061;3;48;1136
15062;71;4;247
15063;213;1;371
15065;37;4;790
15066;53;1;894
15067;78;3;582
15068;46;2;277
15069;179;1;1110
15070;372;1;106
15071;93;2;491
15073;9;3;348
15074;105;1;749
15075;77;1;773
15076;172;1;881
15078;7;32;304
15079;212;4;224
15081;22;5;101
15083;256;1;88
15087;281;1;307
15088;21;2;580
15089;10;6;403
15090;308;1;381
15091;67;1;481
15092;215;2;229
15093;18;6;766
15095;103;4;343
15096;42;1;219
15097;4;1;248
15098;182;3;13306
15099;84;1;410
15100;333;3;292
15101;8;2;159
15103;31;2;352
15104;196;2;514
15105;18;7;328
15106;17;5;285
15107;311;6;53
15108;141;4;325
15109;245;1;485
15110;23;4;249
15111;29;3;522
15113;9;3;1203
15114;30;10;276
15115;18;1;340
15116;17;4;338
15117;14;5;310
15118;134;1;245
15119;245;1;266
15120;133;1;359
15121;50;2;229
15122;114;3;545
15123;7;2;1100
15124;22;2;92
15125;25;15;769
15127;65;1;407
15128;60;4;368
15129;50;11;313
15130;169;1;330
15132;18;5;196
15133;127;3;327
15134;14;8;173
15135;239;1;139
15136;2;4;322
15139;239;2;89
15140;52;7;336
15142;46;1;499
15143;225;1;259
15144;8;17;387
15145;4;4;299
15146;164;2;664
15147;240;1;624
15148;10;1;301
15149;133;1;521
15150;17;10;531
15152;9;13;365
15153;31;1;329
15154;75;1;296
15156;1;3;320
15157;3;3;645
15158;45;1;401
15159;1;30;621
15160;357;1;158
15163;18;2;152
15164;68;3;281
15165;373;1;488
15167;320;1;163
15168;25;1;107
15171;331;1;1290
15172;8;5;325
15174;322;1;136
15175;71;1;224
15178;260;1;41
15179;18;5;441
15180;367;1;88
15181;66;3;230
15182;154;2;311
15184;29;2;203
15185;70;1;311
15186;14;2;206
15187;1;16;299
15189;1;41;396
15192;119;3;348
15193;60;1;499
15194;3;15;508
15195;2;1;3861
15197;10;3;360
15198;92;2;97
15199;59;4;317
15201;87;5;247
15203;25;6;305
15204;357;1;317
15205;85;2;327
15206;10;4;105
15208;1;5;174
15210;225;1;331
15211;60;2;447
15212;241;1;102
15213;318;2;164
15214;1;8;208
15215;46;3;245
15216;87;1;97
15218;10;11;523
15219;176;1;306
15220;51;6;296
15221;366;1;403
15222;318;1;585
15223;225;2;378
15224;358;2;161
15225;234;1;409
15226;310;1;154
15227;36;5;244
15228;66;4;847
15230;239;2;215
15232;113;2;306
15234;276;1;197
15235;217;12;187
15236;298;1;321
15237;1;4;353
15238;29;3;357
15239;10;2;390
15240;44;5;341
15241;66;8;220
15243;74;1;317
15244;65;2;316
15245;134;3;839
15246;238;2;257
15247;122;1;356
15249;31;13;514
15251;9;11;953
15252;36;2;370
15253;16;5;184
15254;127;1;300
15255;66;1;891
15256;148;1;98
15257;283;1;317
15258;168;2;312
15260;100;7;259
15261;135;1;255
15262;323;1;179
15263;106;1;157
15264;64;1;394
15265;151;2;753
15266;338;1;119
15267;22;5;343
15269;23;1;409
15270;15;7;340
15271;7;15;167
15272;57;2;361
15274;4;2;358
15275;37;1;615
15276;66;1;135
15277;46;1;256
15279;354;1;291
15280;172;1;113
15281;58;9;259
15286;49;1;241
15287;22;2;243
15288;43;5;461
15289;29;3;313
15290;4;18;441
15291;25;15;311
15292;201;1;181
15296;50;6;612
15297;10;3;214
15298;2;12;400
15299;67;7;644
15300;64;1;496
15301;50;12;423
15303;290;1;574
15304;60;8;87
15306;64;3;391
15307;95;1;205
15308;274;1;310
15311;0;91;668
15312;75;4;231
15313;110;1;52
15314;199;1;328
15315;64;2;285
15316;326;1;165
15318;3;1;313
15319;283;1;205
15320;44;1;267
15321;70;3;916
15322;85;1;680
15325;103;1;162
15326;333;1;312
15327;52;1;209
15329;39;3;350
15330;32;2;357
15332;366;4;415
15333;208;1;1029
15334;156;3;117
15335;53;1;174
15339;66;2;287
15341;80;1;2021
15342;129;1;406
15343;87;1;365
15344;0;3;188
15345;45;1;394
15346;332;1;252
15347;366;1;202
15348;72;1;158
15349;158;2;237
15350;373;1;116
15351;12;7;280
15353;254;2;389
15355;29;2;139
15356;31;10;277
15358;4;22;379
15360;39;1;428
15361;361;1;419
15363;372;1;326
15364;95;2;457
15365;25;7;331
15366;75;2;301
15367;57;4;469
15368;21;1;447
15370;40;7;341
15372;137;1;2007
15373;8;12;201
15374;128;1;168
15376;40;3;411
15379;169;7;529
15380;8;5;338
15381;213;2;298
15382;14;6;993
15384;169;2;321
15385;40;1;317
15386;186;1;394
15388;270;1;141
15389;172;1;500
15392;4;4;384
15393;16;2;116
15394;9;4;546
15395;325;1;107
15396;112;1;288
15397;289;1;94
15398;16;2;673
15399;1;3;272
15400;92;5;143
15402;148;2;313
15405;189;1;349
15406;31;2;255
15407;33;4;264
15408;264;1;267
15410;84;8;431
15411;26;4;340
15412;171;1;191
15414;9;3;258
15415;313;1;573
15416;64;4;996
15417;85;1;509
15419;24;1;136
15421;58;4;238
15422;323;2;49
15423;38;1;44
15424;254;2;192
15426;19;5;289
15427;33;3;494
15428;15;1;94
15429;26;2;199
15432;23;1;171
15433;213;2;267
15434;8;5;208
15435;22;1;149
15436;12;3;374
15437;262;1;200
15438;131;1;157
15440;54;3;128
15442;248;1;594
15443;1;7;462
15444;9;2;709
15445;264;1;114
15447;330;1;155
15448;312;1;495
15449;26;3;325
15450;30;1;430
15452;29;3;180
15453;1;7;198
15454;362;1;179
15456;283;3;149
15457;262;1;237
15458;25;1;162
15460;354;1;217
15462;94;3;78
15463;29;1;126
15464;338;1;1049
15465;19;18;409
15466;85;1;335
15467;9;3;175
15468;51;2;234
15469;50;2;269
15471;2;1;469
15472;113;1;372
15473;14;7;253
15475;77;1;454
15478;40;2;721
15480;116;1;906
15482;15;12;921
15483;161;4;58
15484;1;4;899
15485;30;3;858
15488;92;1;91
15489;22;3;378
15491;95;6;517
15492;28;2;330
15493;32;5;400
15494;21;2;650
15497;17;2;631
15498;2;27;493
15500;8;4;283
15502;15;12;865
15503;362;1;147
15504;81;1;53
15505;52;5;722
15506;22;3;326
15507;171;1;492
15508;189;6;167
15510;330;1;250
15511;11;5;182
15512;155;2;61
15513;33;19;777
15514;12;11;376
15516;44;3;21
15517;233;1;267
15518;64;8;243
15520;1;1;344
15521;40;8;375
15522;32;2;199
15523;84;1;412
15524;24;1;440
15525;2;3;275
15526;33;2;74
15527;18;8;304
15528;254;1;229
15529;22;11;363
15530;21;4;376
15531;8;2;1004
15532;25;4;395
15533;19;3;269
15535;173;4;134
15537;163;1;111
15539;7;1;538
15540;11;1;213
15541;114;1;85
15543;288;1;128
15544;9;9;394
15545;54;2;146
15547;7;14;354
15549;77;3;564
15550;4;4;144
15551;36;1;436
15552;217;1;90
15553;60;1;437
15554;277;1;217
15555;12;16;300
15556;24;1;280
15557;28;1;474
15561;11;4;200
15562;351;1;135
15563;22;4;350
15565;50;2;87
15567;18;1;186
15568;2;3;253
15569;103;5;275
15570;7;12;347
15571;11;4;163
15572;4;7;365
15573;31;2;304
15574;177;4;176
15576;37;1;941
15577;151;3;86
15578;162;1;127
15579;68;2;174
15581;120;13;283
15582;24;3;228
15584;23;4;181
15585;176;1;455
15587;50;4;228
15589;255;3;160
15592;46;1;389
15593;70;1;200
15594;15;5;354
15596;100;5;281
15597;35;1;325
15598;53;1;241
15599;26;2;381
15601;11;14;484
15602;8;9;144
15603;78;1;48
15604;52;1;216
15605;36;5;240
15606;61;9;324
15607;336;1;105
15608;28;4;273
15609;184;1;298
15610;51;1;112
15611;9;13;122
15612;36;2;98
15615;10;23;452
15618;32;4;194
15619;10;1;336
15620;56;3;518
15621;4;4;323
15622;43;9;412
15623;141;1;301
15624;116;4;147
15625;103;4;384
15626;74;2;338
15628;4;9;319
15630;45;2;593
15632;15;8;411
15634;17;1;244
15636;89;2;362
15637;52;1;223
15639;134;1;425
15640;4;15;834
15641;105;4;472
15643;191;3;221
15644;166;4;203
15645;18;1;612
15646;157;3;149
15648;204;2;329
15649;336;2;408
15651;36;3;215
15652;91;1;338
15653;92;2;439
15654;9;2;461
15655;243;1;561
15656;45;4;187
15657;22;1;30
15658;190;5;205
15659;43;1;306
15660;25;9;178
15661;317;2;155
15663;106;1;138
15664;50;1;386
15665;168;2;1121
15667;39;1;301
15668;217;1;76
15669;40;4;171
15670;296;1;173
15671;18;7;380
15673;88;4;720
15674;73;5;489
15675;81;3;108
15676;18;3;1145
15677;49;1;657
15678;52;1;353
15679;24;4;195
15680;9;3;445
15681;25;5;285
15683;117;1;194
15687;8;9;333
15689;119;2;127
15690;4;2;120
15691;252;1;137
15692;28;1;191
15694;0;14;463
15695;266;2;205
15696;33;8;342
15699;17;1;310
15700;172;2;348
15701;2;4;386
15703;264;1;212
15704;140;4;573
15705;201;1;143
15706;63;4;265
15707;35;4;236
15708;40;7;481
15709;283;1;133
15712;9;5;214
15713;143;2;178
15714;11;2;165
15716;145;4;280
15717;234;1;150
15719;32;13;388
15720;24;1;599
15721;11;1;507
15722;35;5;445
15723;364;1;203
15724;201;2;109
15725;15;1;415
15727;16;7;740
15729;212;1;85
15730;65;3;374
15732;212;2;147
15733;282;1;162
15734;114;2;670
15737;14;8;151
15738;18;16;301
15739;66;1;449
15740;49;1;155
15743;16;4;196
15744;77;1;35
15745;19;4;274
15746;134;1;197
15747;12;3;325
15748;40;1;149
15749;235;3;14845
15750;2;8;308
15752;39;7;377
15753;304;1;79
15754;51;3;153
15755;10;6;394
15756;61;4;133
15757;65;2;357
15758;24;1;205
15759;218;3;84
15762;65;2;292
15763;31;2;543
15764;88;6;547
15766;64;1;315
15768;115;3;207
15769;7;26;2164
15773;5;1;636
15774;68;1;271
15775;245;1;105
15776;133;1;242
15777;241;4;262
15780;183;3;158
15781;25;3;115
15782;9;3;872
15783;10;1;246
15785;32;5;466
15786;46;3;1644
15787;26;3;316
15789;358;1;351
15790;10;1;221
15791;43;2;806
15793;14;3;322
15795;149;1;610
15796;1;8;339
15797;113;4;552
15799;75;3;295
15800;107;2;350
15801;46;3;355
15802;142;1;451
15803;51;1;416
15804;0;13;324
15805;23;17;325
15806;46;3;262
15807;50;3;301
15808;306;4;934
15809;36;5;103
15810;78;4;348
15811;22;6;370
15812;107;5;360
15813;207;2;652
15814;16;4;486
15815;63;5;420
15819;49;4;476
15820;319;1;207
15821;44;2;285
15822;3;2;443
15823;372;1;15
15825;172;1;533
15826;56;3;551
15827;73;14;131
15829;99;2;318
15830;37;1;576
15831;58;3;267
15832;254;1;837
15834;70;4;558
15835;44;4;239
15836;50;1;137
15837;64;1;392
15838;11;19;1771
15839;33;3;349
15840;58;2;178
15841;72;4;306
15843;303;1;119
15844;46;1;131
15845;17;8;464
15847;38;2;195
15850;19;2;119
15852;186;2;80
15853;51;1;111
15854;4;12;248
15855;136;5;142
15856;4;27;607
15857;18;1;297
15858;15;5;288
15860;40;8;122
15861;12;8;396
15862;8;4;208
15863;25;2;34
15864;22;6;323
15865;40;3;298
15866;101;1;231
15867;5;15;254
15869;277;2;75
15870;32;1;354
15872;14;2;180
15874;63;7;629
15877;1;2;247
15880;369;1;343
15881;312;5;100
15882;198;4;129
15883;2;2;198
15885;92;3;126
15886;60;1;181
15888;80;1;168
15889;156;2;223
15891;226;1;525
15894;253;2;132
15895;149;1;179
15897;194;2;111
15898;1;5;278
15899;368;1;56
15900;23;1;351
15901;16;3;121
15903;9;7;732
15904;8;1;165
15906;19;7;224
15907;3;3;322
15909;173;1;192
15910;0;8;154
15912;178;2;132
15916;16;8;191
15917;247;1;123
15918;190;2;167
15919;19;2;320
15920;154;4;42
15921;172;1;336
15922;373;1;370
15923;372;1;127
15925;194;1;207
15930;67;1;427
15932;4;8;312
15933;21;3;369
15935;239;2;208
15937;64;1;145
15938;112;5;81
15939;89;15;408
15940;311;1;36
15942;133;1;337
15944;276;1;325
15945;365;1;181
15947;82;1;1708
15948;8;2;478
15949;16;2;182
15950;31;4;441
15951;8;2;354
15952;33;4;202
15953;15;8;207
15955;24;14;315
15957;31;1;429
15958;74;1;104
15963;19;2;235
15965;17;4;211
15967;23;2;209
15969;2;3;222
15970;303;1;314
15971;17;12;350
15973;366;1;308
15974;39;7;492
15975;84;1;371
15976;165;2;215
15977;17;2;527
15978;77;1;1099
15980;88;3;800
15981;24;8;426
15983;22;4;369
15984;2;10;284
15985;123;2;571
15986;30;1;168
15987;12;7;207
15988;19;1;158
15990;44;2;396
15992;3;1;42
15993;8;7;400
15994;54;1;427
15996;88;6;177
15998;36;5;618
16000;2;3;4131
16003;29;5;547
16005;12;4;154
16006;211;1;101
16007;47;4;425
16008;23;3;160
16009;22;4;248
16010;245;3;136
16011;8;16;210
16012;35;3;472
16013;3;47;790
16014;37;3;221
16015;3;3;235
16016;3;8;189
16017;47;1;212
16018;39;2;204
16019;46;9;421
16020;16;3;284
16022;260;1;628
16023;46;3;240
16024;12;1;251
16025;29;1;440
16026;43;1;236
16027;91;6;156
16029;38;63;1286
16030;309;1;331
16031;92;2;274
16033;5;20;441
16034;196;3;146
16036;87;2;379
16037;269;3;285
16038;7;3;157
16040;65;3;438
16041;30;3;1055
16042;22;5;239
16043;37;4;193
16045;119;4;335
16048;373;2;128
16049;40;3;371
16050;173;1;138
16052;54;1;362
16053;32;2;756
16054;145;1;784
16055;220;1;135
16056;45;1;665
16057;16;7;323
16059;65;6;243
16062;9;4;288
16063;260;1;335
16065;365;1;372
16066;16;5;304
16070;22;2;426
16071;44;1;326
16072;288;1;584
16073;297;1;122
16076;3;10;223
16078;283;1;79
16079;16;3;451
16080;81;2;109
16081;56;5;561
16083;100;2;659
16084;299;1;436
16085;23;5;196
16086;59;5;224
16091;154;2;158
16092;114;3;273
16093;106;1;17
16094;11;4;270
16096;264;1;321
16097;240;1;185
16098;87;7;287
16099;50;3;244
16101;70;1;1291
16102;42;3;614
16103;7;6;238
16104;61;1;302
16105;248;1;337
16106;65;1;108
16107;17;7;458
16108;84;1;843
16109;218;2;306
16110;45;3;446
16112;143;4;49
16113;183;1;161
16114;170;1;136
16115;9;8;208
16116;211;1;613
16117;189;1;232
16119;8;2;212
16120;59;4;327
16121;57;2;434
16122;73;4;171
16123;51;1;308
16124;317;1;249
16125;367;1;289
16126;29;4;1572
16127;39;1;656
16128;17;5;376
16131;51;6;584
16133;3;33;442
16134;21;2;309
16135;262;1;518
16136;59;3;236
16139;18;3;212
16140;65;2;363
16141;88;1;620
16142;249;1;535
16143;3;6;404
16144;246;1;175
16145;8;11;345
16146;157;3;245
16147;133;1;375
16148;296;1;76
16149;4;2;140
16150;42;5;411
16152;268;1;1829
16153;49;5;365
16156;8;9;347
16157;15;3;219
16159;281;1;348
16160;65;2;513
16161;1;19;293
16162;252;1;37
16163;232;2;428
16164;17;3;274
16168;10;27;140
16169;8;4;456
16170;50;6;314
16171;59;1;73
16172;95;5;228
16173;15;6;236
16174;126;3;337
16175;94;4;259
16177;50;1;332
16178;138;1;198
16179;60;1;216
16180;100;8;1282
16181;73;1;306
16182;72;4;1654
16183;67;1;339
16184;64;6;193
16185;16;2;265
16186;22;12;334
16187;31;15;461
16188;44;4;245
16189;15;2;108
16190;40;1;215
16191;2;13;399
16193;236;1;314
16198;75;1;401
16200;4;2;540
16201;3;4;466
16202;360;1;365
16203;58;4;148
16204;23;1;406
16205;30;4;190
16206;54;4;134
16207;25;1;394
16208;44;2;332
16209;88;5;453
16210;1;18;1171
16211;88;1;547
16212;19;2;345
16213;78;1;159
16214;170;3;354
16215;80;1;242
16216;267;1;915
16217;235;2;152
16218;29;7;441
16221;36;3;288
16222;318;1;847
16224;57;4;324
16225;44;5;219
16226;203;3;85
16227;225;1;314
16229;87;2;505
16230;189;2;271
16232;43;4;248
16233;71;3;179
16235;40;5;173
16236;78;1;432
16239;56;2;207
16240;24;2;1859
16241;9;13;201
16242;8;7;515
16243;33;2;205
16244;211;2;761
16245;23;3;471
16247;170;1;115
16248;61;1;153
16249;52;5;360
16250;261;2;195
16253;66;2;1842
16255;16;8;327
16256;266;1;752
16257;176;1;47
16258;45;5;1041
16260;50;1;1035
16261;17;4;187
16265;9;9;605
16266;73;7;123
16268;71;2;334
16270;353;1;1141
16271;2;5;286
16272;116;1;412
16274;373;1;358
16275;196;1;560
16276;176;1;811
16278;100;1;566
16279;21;3;503
